ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Genre
1573225320,The Holy Man,Susan Trott,1996,Riverhead Books,http://images.amazon.com/images/P/1573225320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225320.01.LZZZZZZZ.jpg,Fiction
0451175123,The Fountainhead,Ayn Rand,1995,New Amer Library,http://images.amazon.com/images/P/0451175123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451175123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451175123.01.LZZZZZZZ.jpg,Architects
0374503486,The Memoirs of Hadrian,Marguerite Yourcenar,1963,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374503486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374503486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374503486.01.LZZZZZZZ.jpg,Fiction
0441011675,Dead to the World,Charlaine Harris,2004,Ace Books,http://images.amazon.com/images/P/0441011675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441011675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441011675.01.LZZZZZZZ.jpg,Fiction
0374373620,A Swiftly Tilting Planet,Madeleine L'Engle,1978,"Farrar, Straus and Giroux (BYR)",http://images.amazon.com/images/P/0374373620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374373620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374373620.01.LZZZZZZZ.jpg,Juvenile Fiction
0785268839,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001,Nelson Books,http://images.amazon.com/images/P/0785268839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785268839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785268839.01.LZZZZZZZ.jpg,Religion
0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316788228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg,Fiction
3423203668,Die fÃ?Â¼nfte Frau.,Henning Mankell,2000,Dtv,http://images.amazon.com/images/P/3423203668.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423203668.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423203668.01.LZZZZZZZ.jpg,Abusive men
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg,Fiction
0449219410,Skin Tight,Carl Hiaasen,1990,Fawcett Books,http://images.amazon.com/images/P/0449219410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219410.01.LZZZZZZZ.jpg,Fiction
1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999,Health Communications,http://images.amazon.com/images/P/1558747109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.LZZZZZZZ.jpg,Pets
0684803860,DAUGHTER OF TIME,Josephine Tey,1995,Touchstone,http://images.amazon.com/images/P/0684803860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684803860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684803860.01.LZZZZZZZ.jpg,Fiction
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,http://images.amazon.com/images/P/0553212583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.LZZZZZZZ.jpg,Fiction
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,Fiction
0886774500,"Dragon Prince (Dragon Prince, Book 1)",Melanie Rawn,1994,Daw Books,http://images.amazon.com/images/P/0886774500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774500.01.LZZZZZZZ.jpg,Fiction
0060177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,Erma Bombeck,1995,Harpercollins,http://images.amazon.com/images/P/0060177888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060177888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060177888.01.LZZZZZZZ.jpg,Animal behavior
0609805363,Beyond Civilization: Humanity's Next Great Adventure,Daniel Quinn,2000,Three Rivers Press (CA),http://images.amazon.com/images/P/0609805363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609805363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609805363.01.LZZZZZZZ.jpg,Social Science
0064400964,Betsy-Tacy (Betsy-Tacy),Maud Hart Lovelace,2000,HarperTrophy,http://images.amazon.com/images/P/0064400964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400964.01.LZZZZZZZ.jpg,Juvenile Fiction
0385474903,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William R. Maples,1994,Doubleday Books,http://images.amazon.com/images/P/0385474903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474903.01.LZZZZZZZ.jpg,Biography & Autobiography
0553572989,Rise of Endymion,DAN SIMMONS,1998,Spectra,http://images.amazon.com/images/P/0553572989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572989.01.LZZZZZZZ.jpg,Fiction
0375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,Vintage Books USA,http://images.amazon.com/images/P/0375757147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375757147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375757147.01.LZZZZZZZ.jpg,Biography & Autobiography
0060013125,Night Watch,Terry Pratchett,2003,HarperTorch,http://images.amazon.com/images/P/0060013125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060013125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060013125.01.LZZZZZZZ.jpg,Fiction
0786915897,"Dragons of Spring Dawning (Dragonlance Chronicles, Book 3)",Margaret Weis,2000,Wizards of the Coast,http://images.amazon.com/images/P/0786915897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786915897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786915897.01.LZZZZZZZ.jpg,Fiction
2070388905,Comme un roman,Daniel Pennac,1995,Gallimard,http://images.amazon.com/images/P/2070388905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070388905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070388905.01.LZZZZZZZ.jpg,N/A
0140277439,Home From the Vinyl Cafe,Stuart Mclean,0,Penguin Putnam~trade,http://images.amazon.com/images/P/0140277439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140277439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140277439.01.LZZZZZZZ.jpg,Canada
0028604202,Politically Correct Holiday Stories: For an Enlightened Yuletide Season,James Finn Garner,1995,John Wiley & Sons Inc,http://images.amazon.com/images/P/0028604202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028604202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028604202.01.LZZZZZZZ.jpg,Humor
0345434498,Hostage,Robert Crais,2002,Fawcett Books,http://images.amazon.com/images/P/0345434498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345434498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345434498.01.LZZZZZZZ.jpg,Fiction
044022859X,Holes (Readers Circle),LOUIS SACHAR,2001,Laurel Leaf,http://images.amazon.com/images/P/044022859X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022859X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022859X.01.LZZZZZZZ.jpg,Juvenile Fiction
0671047329,The Third Option,Vince Flynn,2001,Pocket Star,http://images.amazon.com/images/P/0671047329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047329.01.LZZZZZZZ.jpg,Fiction
0441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1994,ACE Charter,http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg,Fiction
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg,Fiction
0156001454,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,1995,Harvest Books,http://images.amazon.com/images/P/0156001454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001454.01.LZZZZZZZ.jpg,Pets
0451166361,The Glass Menagerie,Tennessee Williams,1993,Signet Book,http://images.amazon.com/images/P/0451166361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166361.01.LZZZZZZZ.jpg,Drama
0345368924,All the Weyrs of Pern,Anne McCaffrey,1991,Ballantine Books,http://images.amazon.com/images/P/0345368924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368924.01.LZZZZZZZ.jpg,Fiction
0886774543,"Oathbreakers (Vows and Honor, Book 2)",Mercedes Lackey,1995,Daw Books,http://images.amazon.com/images/P/0886774543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774543.01.LZZZZZZZ.jpg,Fiction
0849916739,The Wounded Spirit,Frank Peretti,2000,W Publishing Group,http://images.amazon.com/images/P/0849916739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849916739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849916739.01.LZZZZZZZ.jpg,Religion
8420636282,El Principito,Antoine De Saint-Exupery,2002,Distribooks,http://images.amazon.com/images/P/8420636282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420636282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420636282.01.LZZZZZZZ.jpg,Fantasy
0931580587,Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country,Peter McWilliams,1996,Prelude Press,http://images.amazon.com/images/P/0931580587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0931580587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0931580587.01.LZZZZZZZ.jpg,Crimes without victims
0671553038,LIFE SUPPORT,Tess Gerritsen,1997,Atria,http://images.amazon.com/images/P/0671553038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671553038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671553038.01.LZZZZZZZ.jpg,Fiction
0743410068,War Letters : Extraordinary Correspondence from American Wars,Andrew Carroll,2002,Washington Square Press,http://images.amazon.com/images/P/0743410068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743410068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743410068.01.LZZZZZZZ.jpg,History
0060937319,A People's History of the United States: 1492 to Present,Howard Zinn,2001,Perennial,http://images.amazon.com/images/P/0060937319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060937319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060937319.01.LZZZZZZZ.jpg,History
0440218039,The Wood Beyond (Dalziel and Pascoe Mysteries (Paperback)),REGINALD HILL,1997,Dell,http://images.amazon.com/images/P/0440218039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440218039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440218039.01.LZZZZZZZ.jpg,Fiction
0192816209,"Alice's Adventures in Wonderland ; And, Through the Looking-Glass and What Alice Found There (The World's Classics)",Lewis Carroll,1983,Oxford University Press,http://images.amazon.com/images/P/0192816209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192816209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192816209.01.LZZZZZZZ.jpg,N/A
0446612766,Still Life with Crows,Douglas Preston,2004,Warner Books,http://images.amazon.com/images/P/0446612766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612766.01.LZZZZZZZ.jpg,Fiction
0307001164,101 Dalmatians,Justine Korman,1996,Golden Books Publishing Company,http://images.amazon.com/images/P/0307001164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.LZZZZZZZ.jpg,Juvenile Fiction
156341029X,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books,http://images.amazon.com/images/P/156341029X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.LZZZZZZZ.jpg,Fiction
0671456547,Truman,David McCullough,1992,Simon & Schuster,http://images.amazon.com/images/P/0671456547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671456547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671456547.01.LZZZZZZZ.jpg,Biography & Autobiography
0553204564,All Things Bright and Beautiful,James Herriot,1981,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553204564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553204564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553204564.01.LZZZZZZZ.jpg,Veterinarians
0345440056,Death of a Stranger,ANNE PERRY,2002,Ballantine Books,http://images.amazon.com/images/P/0345440056.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345440056.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345440056.01.LZZZZZZZ.jpg,Fiction
0099429284,The Godfather,Mario Puzo,2001,Arrow,http://images.amazon.com/images/P/0099429284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099429284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099429284.01.LZZZZZZZ.jpg,Classics
0671876465,Mirror Dance,Lois McMaster Bujold,1995,Baen,http://images.amazon.com/images/P/0671876465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671876465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671876465.01.LZZZZZZZ.jpg,Fiction
067003116X,Report from Ground Zero: The Story of the Rescue Efforts at the World Trade Center,Dennis Smith,2002,Penguin Putnam,http://images.amazon.com/images/P/067003116X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067003116X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067003116X.01.LZZZZZZZ.jpg,Political Science
0140346406,The Twits,Roald Dahl,1991,Penguin USA,http://images.amazon.com/images/P/0140346406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140346406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140346406.01.LZZZZZZZ.jpg,Conduct of life
0679419616,From Beginning to End: The Rituals of Our Lives,Robert Fulghum,1995,Random House Inc,http://images.amazon.com/images/P/0679419616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679419616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679419616.01.LZZZZZZZ.jpg,Social Science
0441006841,Obsidian Butterfly,Laurell K. Hamilton,2000,Ace Books,http://images.amazon.com/images/P/0441006841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441006841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441006841.01.LZZZZZZZ.jpg,Fiction
0671641778,Firebrand,Marion Zimmer Bradley,1987,Simon & Schuster,http://images.amazon.com/images/P/0671641778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671641778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671641778.01.LZZZZZZZ.jpg,Fiction
0679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather,1990,Vintage,http://images.amazon.com/images/P/0679728899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679728899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679728899.01.LZZZZZZZ.jpg,Fiction
0505523892,Dark Magic,Christine Feehan,2000,Love Spell,http://images.amazon.com/images/P/0505523892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505523892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505523892.01.LZZZZZZZ.jpg,Fiction
0440945151,Killing Mr. Griffin (Laurel Leaf Books),Lois Duncan,1993,Laure Leaf,http://images.amazon.com/images/P/0440945151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440945151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440945151.01.LZZZZZZZ.jpg,N/A
0061094234,Dirt,Stuart Woods,1997,HarperTorch,http://images.amazon.com/images/P/0061094234.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061094234.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061094234.01.LZZZZZZZ.jpg,Fiction
0872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers,http://images.amazon.com/images/P/0872860175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872860175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872860175.01.LZZZZZZZ.jpg,American poetry
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg,Fiction
1573220221,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1996,Riverhead Books,http://images.amazon.com/images/P/1573220221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573220221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573220221.01.LZZZZZZZ.jpg,Biography & Autobiography
0380710722,It's Always Something,Gilda Radner,1990,Avon,http://images.amazon.com/images/P/0380710722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.LZZZZZZZ.jpg,Actors
0064405842,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,HarperTrophy,http://images.amazon.com/images/P/0064405842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064405842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064405842.01.LZZZZZZZ.jpg,Juvenile Fiction
1563890410,"Season of Mists (Sandman, Book 4)",Neil Gaiman,1994,DC Comics,http://images.amazon.com/images/P/1563890410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563890410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563890410.01.LZZZZZZZ.jpg,Comics & Graphic Novels
0143035002,Anna Karenina (Oprah's Book Club),Leo Tolstoy,2004,Penguin Books,http://images.amazon.com/images/P/0143035002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0143035002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0143035002.01.LZZZZZZZ.jpg,Fiction
193212800X,Crossing Over,John Edward,2002,Princess Books,http://images.amazon.com/images/P/193212800X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/193212800X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/193212800X.01.LZZZZZZZ.jpg,"Body, Mind & Spirit"
037325041X,The Solomon Sisters Wise Up (Red Dress Ink),Melissa Senate,2003,Red Dress Ink,http://images.amazon.com/images/P/037325041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037325041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037325041X.01.LZZZZZZZ.jpg,Fiction
0553575635,"Ship of Magic (The Liveship Traders, Book 1)",Robin Hobb,1999,Spectra Books,http://images.amazon.com/images/P/0553575635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575635.01.LZZZZZZZ.jpg,Fiction
0836214439,Dave Barry's Book of Bad Songs,Dave Barry,1997,Andrews McMeel Pub,http://images.amazon.com/images/P/0836214439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836214439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836214439.01.LZZZZZZZ.jpg,Humor
0394756827,"Godel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,1989,Vintage Books USA,http://images.amazon.com/images/P/0394756827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394756827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394756827.01.LZZZZZZZ.jpg,Artificial intelligence.
0812516214,Dreams Underfoot,Charles De Lint,1995,Tor Books,http://images.amazon.com/images/P/0812516214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812516214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812516214.01.LZZZZZZZ.jpg,Fiction
1401300316,The Center of Everything,Laura Moriarty,2003,Hyperion,http://images.amazon.com/images/P/1401300316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401300316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401300316.01.LZZZZZZZ.jpg,Fiction
1853260029,Alice in Wonderland (Wordsworth Collection),Lewis Carroll,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260029.01.LZZZZZZZ.jpg,Fiction
0449204553,A Walk Across America,Peter Jenkins,1989,Fawcett Books,http://images.amazon.com/images/P/0449204553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449204553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449204553.01.LZZZZZZZ.jpg,History
0836251822,"I'M Not Anti-Business, I'M Anti-Idiot-Dilbert",Scott Adams,1998,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836251822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836251822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836251822.01.LZZZZZZZ.jpg,Humor
0380973634,Neverwhere,Neil Gaiman,1997,William Morrow,http://images.amazon.com/images/P/0380973634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973634.01.LZZZZZZZ.jpg,Fiction
0836220625,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220625.01.LZZZZZZZ.jpg,Humor
0060929871,Brave New World,Aldous Huxley,1998,Perennial,http://images.amazon.com/images/P/0060929871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929871.01.LZZZZZZZ.jpg,Fiction
0312205406,Hot Six (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Press,http://images.amazon.com/images/P/0312205406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312205406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312205406.01.LZZZZZZZ.jpg,N/A
0060085452,Boy Meets Girl,Meg Cabot,2004,Avon Trade,http://images.amazon.com/images/P/0060085452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060085452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060085452.01.LZZZZZZZ.jpg,Fiction
051512317X,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg,Fiction
0804102988,Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books,http://images.amazon.com/images/P/0804102988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804102988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804102988.01.LZZZZZZZ.jpg,Fiction
0446611611,City of Bones,Michael Connelly,2003,Warner Books,http://images.amazon.com/images/P/0446611611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611611.01.LZZZZZZZ.jpg,Fiction
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.LZZZZZZZ.jpg,Fiction
0761128182,Stitch 'N Bitch: The Knitter's Handbook,Debbie Stoller,2003,Workman Publishing,http://images.amazon.com/images/P/0761128182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0761128182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0761128182.01.LZZZZZZZ.jpg,Crafts & Hobbies
0395259398,Mike Mulligan and His Steam Shovel (Sandpiper Books),Virginia Lee Burton,1977,Houghton Mifflin,http://images.amazon.com/images/P/0395259398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395259398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395259398.01.LZZZZZZZ.jpg,Steam shovels
0679601686,Pride and Prejudice (Modern Library),JANE AUSTEN,1995,Modern Library,http://images.amazon.com/images/P/0679601686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679601686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679601686.01.LZZZZZZZ.jpg,Fiction
1558538445,I Hope You Dance,Mark D. Sanders,2000,Rutledge Hill Press,http://images.amazon.com/images/P/1558538445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558538445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558538445.01.LZZZZZZZ.jpg,Bible
1568650108,Support Your Local Wizard,Diane Duane,1990,Bantam Doubleday Dell,http://images.amazon.com/images/P/1568650108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568650108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568650108.01.LZZZZZZZ.jpg,Fantasy
1558530711,P. S. I Love You,"H. Jackson, Jr. Brown",1990,Thomas Nelson,http://images.amazon.com/images/P/1558530711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558530711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558530711.01.LZZZZZZZ.jpg,Religion
